title,sub,link,created
Eigenzinnige examentrainer die bijles booming maakte,Het zijn drukke tijden voor oprichter Hans Huibregtse van Stichting Studiebegeleiding Leiden. In aanloop naar de schoolexamens in mei puilen de bijlesklasjes weer uit.,https://fd.nl/profiel/1245368/eigenzinnige-examentrainer-die-bijles-booming-maakte,15 mrt 18
Slowaakse president Robert Fico treedt af,President Kiska vraagt plaatsvervangend premier Pellegrini nieuwe regering te vormen.,https://fd.nl/economie-politiek/1246065/slowaakse-president-robert-fico-treedt-af,15 mrt 18
Foto | Russisch vliegtuig verliest miljoenen aan goudstaven,"Een Russisch vliegtuig met bijna tien ton goud, platina en diamanten aan boord, heeft woensdag een deel van zijn lading verloren, kort na opstijgen van de luchthaven in Jakoetsk. Op foto's is te zien dat de startbaan bezaaid ligt met goudstaven. Ook 26 kilometer verderop werden ze teruggevonden, in de buurt van Magan, waar de piloot een noodlanding maakte.",https://fd.nlhttps://t.co/NsUeOWxZf5,15 mrt 18
De private-equitysector heeft een probleem van $1000 mrd,"Waar kunnen de investeringsfirma's nog genoeg rendement halen, als ze zelf de prijzen voor overnames omhoog blijven jagen?",https://fd.nl/morgen/1245082/hoe-moet-je-duizend-miljard-investeren,15 mrt 18
Nieuwe rvc-voorzitter ABN Amro moet van ECB vooral bankier zijn ,Kamer wil liever iemand met 'maatschappelijke antenne'.,https://fd.nl/economie-politiek/1246164/nieuwe-rvc-voorzitter-abn-amro-moet-van-ecb-vooral-bankier-zijn,15 mrt 18
Britse bondgenoten veroordelen chemische aanval op spion,"Frankrijk, Duitsland en de Verenigde Staten spreken zich uit over gedrag Rusland. ",https://fd.nl/economie-politiek/1246060/bondgenoten-vk-veroordelen-chemische-aanval-op-spion,15 mrt 18
Technologiebedrijf Google investeert € 500 mln in uitbreiding van datacenter in Eemshaven,Bouw levert voor honderden bouwvakkers tijdelijke baan op,https://fd.nl/ondernemen/1246172/technologiebedrijf-google-investeert-500-mln-in-uitbreiding-van-datacenter-in-eemshaven,15 mrt 18
'Banken zijn er niet om de wereld te verbeteren' ,Reclamecampagnes van banken krijgen steeds vaker een emotionele lading. Of banken zich hiermee ontworstelen aan het imago van uitwisselbaarheid ('als vaatwastabletten') is de vraag.,https://fd.nl/ondernemen/1245669/banken-zijn-er-niet-om-de-wereld-te-verbeteren,15 mrt 18
Bestuurders rederij veroordeeld voor overbrengen schepen voor sloop in India,Hoge geldboetes en beroepsverbod opgelegd aan twee bestuurders rederij Seatrade.,https://fd.nl/ondernemen/1246059/bestuurders-rederij-veroordeeld-voor-overbrengen-schepen-voor-sloop-in-india,15 mrt 18
Pompeo: geen enkele ervaring in de diplomatieke wereld ,Spotlight zoomt in op mensen in het nieuws.,https://fd.nl/economie-politiek/1246165/hardliner-pompeo-gaat-state-department-leiden,15 mrt 18
‘Ik spaar € 400 per maand uit alleen al aan brandstof’,Verzekeringsadviseur Wilfred Mooij (56) heeft een antracietgrijze Tesla Model X. ‘De eerste vraag is altijd: hoe ver kom je ermee?’,https://fd.nl/werk-en-geld/1245188/toen-de-stickers-er-nog-niet-op-zaten-was-ik-meer-de-directeur,15 mrt 18
Kroonprins Société Générale struikelt over Libor-affaire,Topbankier Didier Valet moet veld ruimen na verschil van inzicht over afwikkeling megafraude met rentetarief.,https://fd.nl/beurs/1246163/kroonprins-societe-generale-struikelt-over-libor-affaire,15 mrt 18
"Kabinet juicht ingetogen over Unilever-besluit, met een reden",Afschaffen van de dividendbelasting ligt gevoelig in Den Haag.,https://fd.nl/economie-politiek/1246057/kabinet-juicht-ingetogen-over-unilever-met-een-reden,15 mrt 18
Mentale nadelen blijken voordeel,ADHD kan helpen bij het vinden van een ‘gat in de markt’ ,https://fd.nl/morgen/1245374/mentale-nadelen-blijken-voordeel,15 mrt 18
Hoe Nederland twee keer moest lobbyen voor EMA," Grote meerderheid van Europees Parlement stemt, ondanks aanhoudend Italiaans verzet, in met Amsterdam als nieuwe vestigingsplaats voor Europees Geneesmiddelenbureau.",https://fd.nl/economie-politiek/1246147/hoe-nederland-twee-keer-moest-lobbyen-voor-ema,15 mrt 18
Prestatiebeloning uit de gratie bij millennials,Onderzoek bevestigt dat jong talent prioriteit geeft aan groei en ontwikkeling.,https://fd.nl/economie-politiek/1245812/prestatiebeloning-uit-de-gratie-bij-millennials,15 mrt 18
Bondskanselier Merkel ‘verbijsterd’ over forse salarisverhogingen Volkswagen-top,"Topman Matthias Müller ziet salaris toenemen van €7,2 mln tot €10,1 mln.",https://fd.nl/economie-politiek/1246159/bondskanselier-merkel-verbijsterd-over-forse-salarisverhogingen-bij-de-top-van-volkswagen,15 mrt 18
De ontmanteling van het Blokker-imperium,Het Nederlandse winkelketenconcern telde op het hoogtepunt bijna 3000 vestigingen.,https://fd.nl/ondernemen/1246052/de-ontmanteling-van-het-blokker-imperium,15 mrt 18
"5% groene, duurzame rente uit windenergie? ",Beleggen in windenergie zou 5% rente opleveren. Een van de risico's is dat er geen wind staat. Welke zijn er nog meer?,https://fd.nl/werk-en-geld/1244791/5-groene-duurzame-rente-uit-windenergie,15 mrt 18
Adviesraad: betrouwbaarheid stroomvoorziening onzeker door digitalisering,"Geavanceerde software, algoritmes en moedwillige verstoringen maken stroomvoorziening kwetsbaar.",https://fd.nl/economie-politiek/1245789/adviesraad-betrouwbaarheid-stroomvoorziening-onzeker-door-digitalisering,15 mrt 18
Olieprijs duikt na waarschuwing handelsoorlog,Volgens het Internationale Energieagentschap (IAE) kan het Amerikaanse protectionisme de vraag naar olie drukken.,https://fd.nl/beurs/1246048/olieprijs-onder-druk-na-waarschuwing-handelsoorlog,15 mrt 18
 Büchner krijgt ontslagvergoeding mee ondanks vrijwillig vertrek,Ton Büchner stapt zelf op bij AkzoNobel maar krijgt toch een vertrekvergoeding van €925.000,https://fd.nl/ondernemen/1246150/oud-topman-buchner-blijkt-bij-akzonobel-ontslagen,15 mrt 18
Unilever heeft geen garantie voor plek in Britse FTSE-index,"Mocht levensmiddelenconcern buiten Britse hoofdindex vallen, dan zal er minder vraag zijn naar Unilever-aandelen.",https://fd.nl/beurs/1246143/unilever-heeft-geen-garantie-voor-plek-in-britse-ftse-index,15 mrt 18
Een goed product kan niet zonder waarheid,150 jaar na de identificatie van DNA door de Zwitser Friedrich Miescher is het voor bedrijven gebruikelijk geworden om zichzelf in termen van genetica te beschrijven. Te pas en te onpas schrijven ze wat al dan niet ‘in hun DNA’ zou zitten. ,https://fd.nl/morgen/1245559/een-goed-product-kan-niet-zonder-waarheid,15 mrt 18
‘Veel fouten bij productie van Tesla Model 3’,Volgens de Amerikaanse nieuwszender CNBC is er in 40% van de gevallen correctiewerk nodig.,https://fd.nl/ondernemen/1246044/veel-fouten-bij-productie-model-3-tesla,15 mrt 18
De drive van autocoureur Lewis Hamilton,"‘Ik leer nog steeds’, aldus viervoudig wereldkampioen Lewis Hamilton. Snel interviews geven kan hij ook. FD Persoonlijk-medewerker Sigrid Stamkot kreeg iets meer dan 15 minuten met de topcoureur.",https://fd.nl/fd-persoonlijk/1244143/de-drive-van-autocoureur-lewis-hamilton,15 mrt 18
Cfo Unilever: ‘Keuze voor Nederland was heel eenvoudig’,Volgens Unilever telde alleen het feit dat de Nederlandse NV groter was dan de Britse PLC. ,https://fd.nl/ondernemen/1246041/keuze-voor-nederland-was-heel-eenvoudig,15 mrt 18
Britse regering reageert koeltjes op besluit van Unilever,"Dit heeft niets met de brexit van doen, benadrukt het Britse ministerie van economische zaken nog maar eens.",https://fd.nl/economie-politiek/1246142/britse-regering-reageert-cool-op-besluit-van-unilever,15 mrt 18
Hightech apparatenbouwer Lumicks: 'De biologen maakten ons leven ineens een stuk makkelijker',Lumicks groeide tegen de klippen op nadat het besloot om geen apparaten meer te verkopen aan fysici.,https://fd.nl/morgen/1240936/we-hebben-een-lumpy-business-dat-geeft-stress,15 mrt 18
Politici verdeeld over werkgelegenheidseffecten Unilever-besluit,GroenLinks spreekt van 'chantagepolitiek van Unilever',https://fd.nl/economie-politiek/1246140/unilever-naar-rotterdam-een-prachtige-opsteker-voor-ons-vestigingsklimaat,15 mrt 18
Banengroei dendert onverminderd voort ,Werkloosheid daalt en aantal banen groei snel.,https://fd.nl/economie-politiek/1246038/banengroei-dendert-onverminderd-voort,15 mrt 18
Licht van de kust tovert appartement om in ‘surfhuisje’,"Als je in Scheveningen woont, is het strand je achtertuin. Marije Pietersma en Nanet Kunst en hun kinderen genieten er met volle teugen van. Zes weken per jaar vragen ze zich af wat al die vreemden op hún strand doen.",https://fd.nl/werk-en-geld/1244790/licht-van-de-kust-tovert-appartement-om-in-surfhuisje,15 mrt 18
DPA moet publicatie van jaarcijfers uitstellen,Op de schop genomen organisatie en 'aangescherpte vereisten' aan controle jaarrekening zijn volgens detacheerder de boosdoener.,https://fd.nl/beurs/1246138/dpa-moet-publicatie-van-jaarcijfers-uitstellen,15 mrt 18
Beloning Shell-ceo in 2017 met ruim 3% omhoog,"Ben van Beurden ontving over 2017 een bonus van €3 mln, een stijging van 25% ten opzichte van 2016.",https://fd.nl/ondernemen/1246137/beloning-voor-shell-ceo-van-beurden-in-2017-met-ruim-3-omhoog,15 mrt 18
Winst Triodos Bank stijgt met 28% ,Winstdaling uit 2016 in 2017 bijna goedgemaakt.,https://fd.nl/ondernemen/1246036/winst-triodos-bank-stijgt-met-28,15 mrt 18
Unilever omarmt Rijnlandse model,Door de keuze voor Rotterdam komt het concern onder grotere Nederlandse bescherming tegen vijandige aanvallen te staan.,https://fd.nl/ondernemen/1246079/unilever-omarmt-rijnlandse-model,15 mrt 18
Hoofdkantoor Unilever komt in Rotterdam,Politiek beladen keuze voor Nederland is een pijnlijke nederlaag voor Britse premier Theresa May.,https://fd.nl/ondernemen/1245978/unilever-kiest-voor-rotterdams-hoofdkantoor,15 mrt 18
Wells Fargo krijgt straf voor verkoop overbodige verzekeringen,Bank verzweeg dat het verdiende aan het aansmeren verzekeringen door derde partij,https://fd.nl/beurs/1246035/wells-fargo-krijgt-straf-voor-verkoop-overbodige-verzekeringen,15 mrt 18
Drie roadtrippers over hun avontuurlijke reis,"Ze waren weken, maanden van huis. Per auto legden ze duizenden kilometers af. Waarom maakten ze hun roadtrip? ‘Ik vond het leerzamer dan tien jaar werken.’",https://fd.nl/fd-persoonlijk/1241104/drie-mensen-over-hun-avontuurlijke-roadtrip,15 mrt 18
Winstgevend VolkerWessels gaat kritischer kijken naar grote projecten,Bouwbedrijf ziet winst en omzet over 2017 groeien. ,https://fd.nl/ondernemen/1246136/winstgevend-volkerwessels-gaat-kritischer-kijken-naar-grote-projecten,15 mrt 18
Hoop vervlogen voor speelgoedwinkel Toys “R” Us ,Reddingsplan voor keten van speelgoedwinkels mislukt,https://fd.nl/ondernemen/1246135/hoop-vervlogen-voor-speelgoedwinkel-toys-r-us,15 mrt 18
Bloeiende drogisterijen en bouwmarkten jagen detailhandel aan,Winkels die online én offline verkopen voeren omzet sneller op dan pure internetketens,https://fd.nl/economie-politiek/1246034/bloeiende-drogisterijen-en-bouwmarkten-jagen-detailhandel-aan,15 mrt 18
Voor Sif Holding gloort na 2018 een beter perspectief,"Producent van funderingen voor windmolens op zee heeft last van ongunstige marktomstandigheden in 2018, maar voorziet betere jaren daarna.",https://fd.nl/beurs/1246131/sif-holding-ziet-winst-in-2017-18-afnemen,15 mrt 18
Mossack Fonseca sluit deuren door reputatieschade Panama Papers ,Advieskantoor achter Panama Papers zegt te grote schade hebben geleden door onthullingen. ,https://fd.nl/economie-politiek/1246132/panama-papers-kantoor-mossack-fonseca-dicht,15 mrt 18
Kapitaal is crux voor bankprobleem ,Slechte leningen bij banken in zuidelijke EU-landen krijgen terecht aandacht.,https://fd.nl/opinie/1245998/kapitaal-is-crux-voor-bankprobleem,15 mrt 18
Ambtenaren waarschuwden in 2011 al voor belastingdeals,"Ongeveer 20 multinationals genoten in 2011 belastingvoordelen, waarvan ambtenaren stelden dat het  'zeer de vraag' was of die konden worden voortgezet.",https://fd.nl/economie-politiek/1245987/ambtenaren-waarschuwden-in-2011-al-voor-dubieuze-belastingafspraken,15 mrt 18
Brandbrief aan bedrijven: meer topvrouwen benoemen,Kabinet en werkgeverskoepel roepen 5000 bedrijven op werk te maken van diversiteit in raden van bestuur en commissarissen. Anders dreigen 'stevige maatregelen'.,https://fd.nl/economie-politiek/1245982/brandbrief-aan-bedrijven-meer-topvrouwen-benoemen,15 mrt 18
'Huisjesmelker 2.0' is prominent aanwezig op Airbnb,"Aanzienlijk deel van de Amsterdamse kamers en woningen op Airbnb is in handen van pandjesbazen, alle gemeentelijke inspanningen om dit tegen te gaan ten spijt.",https://fd.nl/ondernemen/1244873/huisjesmelker-2-0-is-prominent-aanwezig-op-airbnb,15 mrt 18
Personalia 15-3-2018,"Nieuwe baan? Meld het aan personalia@fd.nl, met leeftijd, Nederlandse functieomschrijving van oude en nieuwe baan en een hoge resolutie portretfoto.",https://fd.nl/profiel/1245997/personalia-15-3-2018,15 mrt 18
Trump kiest media-econoom als nieuwe adviseur,Oud-bankier en tv-commentator Larry Kudlow is voorstander van vrijhandel en belastingverlaging.,https://fd.nl/economie-politiek/1246010/trump-kiest-media-econoom-als-nieuwe-adviseur,15 mrt 18
Brexit zet Nederlands-Britse handel nu al onder druk,"Totale Nederlandse export groeide vorig jaar met 10% in waarde, maar die naar het Verenigd Koninkrijk bleef vrijwel onveranderd.",https://fd.nl/economie-politiek/1246093/brexit-zet-nederlands-britse-handel-nu-al-onder-druk,15 mrt 18
Oprichter Theranos koopt fraudezaak af ,De voormalige ster van Silicon Valley werd aangeklaagd omdat ze $700 mln aan financiering zou hebben opgehaald met leugens.,https://fd.nl/ondernemen/1246009/oprichter-bloedonderzoeker-theranos-koopt-fraudezaak-af,14 mrt 18
Boeing duwt Amerikaanse beurs in de min,Broadcom verliest na afketsen van miljardenfusie met Qualcomm.,https://fd.nl/beurs/1246090/broadcom-verliest-na-afketsen-megafusie,14 mrt 18
Brabantse bitcoindelver gearresteerd wegens illegaal aftappen stroom,Man uit Tilburg viel op door extreem hoog stroomverbruik.,https://fd.nl/economie-politiek/1246008/brabantse-bitcoin-delver-gearresteerd-wegens-illegaal-aftappen-stroom,14 mrt 18
Ineffectiviteit van 'sleepwet' is laatste strohalm voor de tegenstanders,"Bij een nee-stem moeten we afdwingen dat we gaan meten of de wet tot minder terrorisme leidt, zegt Bernold Nieuwesteeg, promovendus cybersecurity aan de Erasmus Universiteit.",https://fd.nl/opinie/1245264/ineffectiviteit-van-sleepwet-is-laatste-strohalm-voor-de-tegenstanders,14 mrt 18
Kwakkelende centra van middelgrote steden zijn juist gebaat bij meer auto’s,Bij de gezondheid van binnensteden gaat het om veel meer dan de luchtkwaliteit,https://fd.nl/opinie/1245263/kwakkelende-centra-van-middelgrote-steden-zijn-juist-gebaat-bij-meer-autos,14 mrt 18
Koolmees houdt wisselgeld voor pensioenhervorming nog op zak,De afgelopen maanden groeide de hoop dat het kabinet de onderhandelingen over een nieuw pensioenstelsel vlot zou kunnen trekken door concessies te doen op het gebied van de verhoging van de AOW-leeftijd.,https://fd.nl/economie-politiek/1246005/koolmees-houdt-wisselgeld-voor-pensioenhervorming-nog-op-zak,14 mrt 18
Bitcoin zakt naar laagste niveau in maand tijd,Woensdag zakte de virtuele munt met ruim 9% naar $8238.,https://fd.nl/beurs/1246098/bitcoin-zakt-naar-laagste-niveau-in-maand-tijd,14 mrt 18
Ten Cate verkoopt luchtvaarttak voor €930 mln aan Toray,Divisie van Twentse kunststofproducent verkocht aan Japans chemiebedrijf.,https://fd.nl/ondernemen/1246007/tencate-verkoopt-aerospace-divisie-voor-930-mln-aan-japans-chemiebedrijf-toray,14 mrt 18
Nederlands verzet tegen begrotingsplan van Europarlement,Europees Parlement wil de EU-begroting na 2020 fors verhogen. Nederlandse parlementariërs stemden en masse tegen.,https://fd.nl/economie-politiek/1246006/nederlands-verzet-tegen-begrotingsplannen-van-europarlement,14 mrt 18
Claim om grondstoffenhandelaar Nidera blijkt nog groter,Chinese eigenaar van Rotterdamse grondstoffenhandelaar vordert minimaal $500 mln van verkopers.,https://fd.nl/ondernemen/1245999/strijd-om-nidera-miljoenen-gaat-nog-jaren-duren,14 mrt 18
Casa zoekt eigen gezicht,"Buitenlandse Blokker-woonwinkel neemt 110 filialen van Xenos in Nederland over. Maar in Frankrijk, waar het ruim 200 vestigingen heeft, heeft Casa het moeilijk.",https://fd.nl/ondernemen/1246088/blokker-zoekt-voor-casa-in-frankrijk-nog-een-eigen-gezicht,14 mrt 18
Buitenlandse studenten,"Mensen die vinden dat ons hoger onderwijs er alleen voor Nederlanders moet zijn, beseffen niet hoe groot het belang van internationale uitwisseling is.",https://fd.nl/opinie/1245133/buitenlandse-studenten,14 mrt 18
‘ECB moet meteen stoppen met de beurs placebo’s te geven’ ,"De economie heeft er geen behoefte meer aan, en de effecten zijn sowieso toch maar tijdelijk, menen kritische centralebankwatchers in Frankfurt.",https://fd.nl/economie-politiek/1246004/ecb-moet-meteen-stoppen-met-de-beurs-placebos-te-geven,14 mrt 18
ABN Amro en Shell duwen AEX in de min,"Altice eindigt als koploper in de AEX, die in de min dook nadat Wall Street lager was geopend.",https://fd.nl/beurs/1245894/damrak-kijkt-aan-tegen-lagere-start,14 mrt 18
Een wijze les voor ING,Op een onstuimig cryptocongres in Londen werd de oplossing voor het dilemma rond de beloning van topbankiers opeens duidelijk.,https://fd.nl/beurs/1245985/wat-ing-had-moeten-doen,14 mrt 18
Equifax-bestuurder aangeklaagd die cashte voordat hij hack onthulde ,Jun Ying voorkwam volgens justitie een persoonlijk verlies van $117.000 door snel aandelen te verkopen en pas daarna bekend te maken dat zijn bedrijf was gehackt.,https://fd.nl/beurs/1246002/equifax-bestuurder-die-eerst-cashte-en-daarna-hack-onthulde-aangeklaagd-in-voorkenniszaak,14 mrt 18
Belastingdienst schrijft gemiddeld €2800 af op oninbare vorderingen ,"Eind 2017 nog 3,1 miljoen openstaande vorderingen van bij elkaar €14 mrd.",https://fd.nl/economie-politiek/1245852/belastingdienst-schrijft-gemiddeld-2800-af-op-oninbare-vorderingen,14 mrt 18
Claimclubs vinden dat Hof niets te zeggen heeft over Fortis-vergoeding,Organisaties als de VEB moeten zich vrijdag verantwoorden voor de tientallen miljoenen die ze krijgen voor het afsluiten van de recordschikking inzake Fortis.,https://fd.nl/beurs/1246084/claimclubs-vinden-dat-hof-niets-heeft-te-zeggen-over-fortis-vergoeding,14 mrt 18
YouTube linkt naar Wikipedia bij video's met complottheorieën ,Videosite neemt maatregelen na filmpjes over dodelijke schietpartij op school Florida.,https://fd.nl/ondernemen/1245996/youtube-linkt-naar-wikipedia-bij-video-s-met-complottheorieen,14 mrt 18
Siemens investeert ruim €1 mrd in het opkrabbelende Brazilië,Technologieconcern hoopt te profiteren van economisch herstel in grootste economie Zuid-Amerika.,https://fd.nl/ondernemen/1246001/siemens-investeert-ruim-1-mrd-in-het-opkrabbelende-brazilie,14 mrt 18
ACS en Atlantia sluiten verbond in strijd om tolwegexploitant Abertis ,Voormalige kemphanen trekken nu samen op bij overname.,https://fd.nl/ondernemen/1246000/acs-en-atlantia-sluiten-verbond-in-strijd-om-tolwegexploitant-abertis,14 mrt 18
Duitsland krijgt glamoursocialist op buitenlandse zaken,"Spanningen met Donald Trump, Turkije, Polen en Hongarije geven Maas kan om zich te profileren.",https://fd.nl/profiel/1245650/duitsland-krijgt-glamoursocialist-op-buitenlandse-zaken,14 mrt 18
Vrouwen in de lift,Het doel van 30% vrouwen aan de top in 2020 wordt niet gehaald. Hoe groot is het verschil en is hoe snel is het alsnog haalbaar?,https://fd.nl/ondernemen/1245099/vrouwen-in-de-lift,14 mrt 18
"Zorgbeleid: belangrijk, maar in de campagnes leeft het niet ","Vele miljarden aan zorggelden zijn van het Rijk overgeheveld naar de gemeenten. Die kunnen nu zelf bepalen hoe de zorg wordt uitgevoerd, maar het onderwerp leeft niet in de campagne.",https://fd.nl/economie-politiek/1242208/zorgbeleid-best-belangrijk-maar-in-de-campagnes-leeft-het-niet,14 mrt 18
Transavia en grondbonden bereiken cao-akkoord,"FNV gaat met tegenzin akkoord, leden van de bond moeten nog stemmen.",https://fd.nl/ondernemen/1245995/transavia-en-grondbonden-bereiken-cao-akkoord,14 mrt 18
ACM: provisieverbod advocatuur mogelijk strijdig met regels,Gedragsregels Orde van Advocaten hindert mogelijk de concurrentie tussen advocaten.,https://fd.nl/ondernemen/1246087/acm-provisieverbod-advocatuur-mogelijk-strijdig-met-mededingingsregels,14 mrt 18
Recordwinst voor voercoöperatie Agrifirm ondanks grillige markt,"Meer winst voor veevoerbedrijf uit Apeldoorn, maar omzet zakt naar laagste niveau in jaren.",https://fd.nl/ondernemen/1245994/recordwinst-voor-voercooperatie-agrifirm-ondanks-grillige-markt,14 mrt 18
Vliegtuigonderhoudsbedrijf schrapt tientallen banen in Tilburg,FNV Metaal ziet noodzaak van reorganisatie niet en tekent protest aan.,https://fd.nl/ondernemen/1246092/vliegtuigonderhoudsbedrijf-schrapt-tientallen-banen-in-tilburg,14 mrt 18
Ruim €15 mln voor jong biotechbedrijf ,Escalier Biosciences uit Nijmegen haalt kapitaal op voor middel tegen psoriasis.,https://fd.nl/ondernemen/1246091/ruim-15-mln-voor-jong-biotechbedrijf,14 mrt 18
Democraat lijkt winnaar van tussentijdse verkiezing Pennsylvania,"District dat in 2016 met ruime meerderheid voor Trump als president koos, lijkt nu nipt te kiezen voor een Democraat in het Huis van Afgevaardigden.",https://fd.nl/economie-politiek/1246089/democraat-lijkt-winnaar-van-tussentijdse-verkiezing-pennsylvania,14 mrt 18
Ziekenhuizen mogen niet afwijken van salarisnorm,"Ziekenhuizen willen bestuurders meer kunnen betalen dan de norm, maar dat mag volgens de Raad van State niet. ",https://fd.nl/economie-politiek/1245992/ziekenhuizen-mogen-niet-afwijken-van-salarisnorm,14 mrt 18
"Begrotingstekort België €1,4 mrd groter dan gedacht",Rapport van monitoringcomité minder optimistisch dan begroting.,https://fd.nl/economie-politiek/1245988/begrotingstekort-belgie-1-4-mrd-groter-dan-gedacht,14 mrt 18
Theresa May zet 23 Russische diplomaten uit,Britse premier kondigt maatregelen tegen Rusland af als reactie op de vergiftiging van een dubbelspion en zijn dochter op Engelse bodem.,https://fd.nl/economie-politiek/1246086/theresa-may-zet-23-russische-diplomaten-uit,14 mrt 18
'Unilever maakt morgen bekend voor Nederland te kiezen',Volgens Sky News is de top van het concern bij elkaar om knoop door te hakken over duale structuur.,https://fd.nl/ondernemen/1245991/unilever-maakt-donderdag-bekend-voor-nederland-te-kiezen,14 mrt 18
Cao-overleg Philips loopt vast,"Philips biedt Nederlandse werknemers 2% extra, maar bonden eisen 3,5% loonsverhoging.",https://fd.nl/ondernemen/1245990/cao-overleg-philips-loopt-vast,14 mrt 18
Jan Bruggenthijs kondigt vertrek aan bij fundamentenbouwer SIF,Ceo presenteert donderdag voor laatste keer jaarcijfers van de producent van funderingen voor windturbines op zee,https://fd.nl/profiel/1245989/jan-bruggenthijs-kondigt-vertrek-aan-bij-fundamentenbouwer-sif,14 mrt 18
ECB drukt door met stimulus bij uitblijven van inflatie,"Zolang de kerninflatie in de eurozone niet betekenisvol klimt, zal de ECB haar inkoopprogramma van schuldpapier niet stopzetten.",https://fd.nl/beurs/1246081/ecb-drukt-door-met-stimulus-bij-uitblijven-van-inflatie,14 mrt 18
Vakbonden boos over 'wegkijken' AkzoNobel,"AkzoNobel heeft geen oog voor belang van werknemers, zo zeggen de vakbonden; ledenraadplegingen volgen.",https://fd.nl/ondernemen/1246080/vakbonden-boos-over-wegkijken-akzonobel,14 mrt 18
Broadcom geeft overname van chipmaker  Qualcomm op,Singaporees bedrijf geeft pogingen op om Amerikaans bedrijf over te nemen na blokkade door president Trump.,https://fd.nl/ondernemen/1245981/broadcom-geeft-overname-qualcomm-op,14 mrt 18
EU steekt nog eens €3 mrd in de opvang van vluchtelingen in Turkije,"De Europese Commissie financiert €1 mrd uit de eigen begroting, de overige €2 mrd komt voor rekening van de EU-lidstaten.",https://fd.nl/economie-politiek/1245979/eu-steekt-nog-eens-3-mrd-in-de-opvang-van-vluchtelingen-in-turkije,14 mrt 18
Nieuw besluit nodig over opsporing schaliegas in Nederlandse regio's,Raad van State buigt zich over vergunningen voor Noord-Brabant en de Noordoostpolder.,https://fd.nl/economie-politiek/1246078/nieuw-besluit-nodig-over-opsporing-schaliegas-in-nederlandse-regio-s,14 mrt 18
Diesels massaal aan de kant gezet,Nederland kampioen benzine-rijden in West-Europa. De dieselauto wordt steeds minder aantrekkelijk.,https://fd.nl/economie-politiek/1245659/diesels-massaal-aan-de-kant-gezet,14 mrt 18
Roger Lips krijgt geen nieuw Nederlands paspoort,Raad van State wijst beroep af van naar Dubai gevluchte vastgoedtycoon met verlopen Nederlands paspoort.,https://fd.nl/economie-politiek/1245977/roger-lips-krijgt-geen-nieuw-nederlands-paspoort,14 mrt 18
Nieuwkomers nemen een hap uit de klusmarkt,Doe-het-zelf-spullen worden ook gekocht bij Action of Bol.com.,https://fd.nl/ondernemen/1245470/nieuwkomers-nemen-een-hap-uit-de-klusmarkt,14 mrt 18
Noble Group sluit overeenkomst met helft schuldeisers,"Bedrijf is vastberaden schuld-voor-aandelenruil door te zetten, ook als huidige aandeelhouders het plan niet steunen.",https://fd.nl/beurs/1246077/noble-group-sluit-overeenkomst-met-helft-schuldeisers,14 mrt 18
Rabobank mengt zich met geld van derden op hypotheekmarkt,Rabobank zal optreden als regiepartij voor institutionele beleggers.,https://fd.nl/beurs/1245975/rabobank-wil-regiepartij-worden-op-hypotheekmarkt,14 mrt 18
Fiod verdenkt belastingadviseur van fraude,Adviseur verdacht van illegale trustwerkzaamheden voor vermogende klanten uit mediawereld.,https://fd.nl/economie-politiek/1245976/fiod-verdenkt-belastingadviseur-van-fraude,14 mrt 18
ING: transportbedrijven gaan voorsorteren op komst elektrische truck,De vergroening van de truckmarkt staat aan de vooravond van versnelling.,https://fd.nl/ondernemen/1246076/ing-transportbedrijven-gaan-voorsorteren-op-komst-elektrische-truck,14 mrt 18
Investeringsfonds Snoop Dogg haalt $45 mln op voor cannabis,Investeringsfonds richt zich puur op bedrijven die zich met cannabis bezighouden.,https://fd.nl/ondernemen/1245896/investeringsfonds-snoop-dogg-haalt-45-mln-op-voor-investeringen-in-cannabis,14 mrt 18
Sfeervol nieuwbouwhuis in de Utrechtse natuur ,Iedere week bespreekt FD Persoonlijk een woning die op zoek is naar een nieuwe eigenaar.,https://fd.nl/fd-persoonlijk/1244918/sfeervol-nieuwbouwhuis-in-de-utrechtse-natuur,14 mrt 18
'Goldman Sachs en Rothschild zoeken kopers voor Alkmaarse multinational',Transportbandenproducent Ammeraal Beltech moet €800  mln à €1 mrd opbrengen.,https://fd.nl/ondernemen/1245848/goldman-sachs-en-rothschild-zoeken-kopers-voor-alkmaarse-multinational,14 mrt 18
Belgische Birgit Conix krijgt topfunctie bij reisgigant TUI,Voormalige medewerker Heineken en Reed Elsevier stapt nu over van Telenet naar TUI,https://fd.nl/ondernemen/1245851/belgische-birgit-conix-krijgt-topfunctie-bij-reisgigant-tui,14 mrt 18
Bpost zakt flink weg aan begin beursdag,"Overname Amerikaans e-commerceconcern Radial verloopt niet als verwacht, aandeel op een min van 17%.",https://fd.nl/ondernemen/1245847/bpost-opent-beursdag-met-verlies,14 mrt 18
Coucke lanceert bod op resterend belang SnowWorld,"Bod blijft €9,50 per aandeel, conform de vooraankondiging van een halfjaar geleden. ",https://fd.nl/beurs/1245846/coucke-lanceert-bod-op-resterend-belang-snowworld,14 mrt 18
